Trang,Địa chỉ,Diện tích (m2),Phòng ngủ,WC,Giá
38,phuong co giang,175,6,6,98000
38,phuong co giang,220,8,8,98000
37,phuong co giang,280,1,1,98000
50,phuong co giang,175,1,1,98000
1,phuong da kao,145,8,8,98000
9,phuong nguyen cu trinh,242,6,6,98000
24,phuong nguyen thai binh,205,44,44,98000
71,phuong nguyen thai binh,136,6,6,98000
59,phuong nguyen thai binh,153,45,45,98000
33,phuong nguyen thai binh,202,54,54,98000
70,phuong nguyen thai binh,202,9,9,98000
50,phuong tan dinh,392,1,1,98000
50,phuong tan dinh,230,5,5,98000
68,phuong tan dinh,157,10,10,98000
62,phuong tan dinh,344,4,4,98000
99,phuong tan dinh,158,7,7,98000
5,phuong nguyen thai binh,202,9,9,98000
2,phuong nguyen thai binh,136,21,21,98000
1,phuong tan dinh,319,1,1,98000
5,phuong ben nghe,207,10,11,98000
8,phuong nguyen cu trinh,320,4,4,98000
2,phuong nguyen thai binh,202,21,21,98000
7,phuong pham ngu lao,280,2,2,98000
7,phuong pham ngu lao,280,3,3,98000
79,phuong pham ngu lao,143,21,22,98999
59,phuong ben nghe,125,6,6,99000
21,phuong ben nghe,88,5,5,99000
15,phuong ben nghe,125,6,6,99000
11,phuong ben nghe,117,2,2,99000
11,phuong ben nghe,117,4,4,99000
80,phuong ben nghe,110,6,6,99000
21,phuong ben nghe,89,6,6,99000
19,phuong ben thanh,145,4,2,99000
14,phuong ben thanh,190,3,2,99000
16,phuong ben thanh,90,26,26,99000
85,phuong ben thanh,88,25,26,99000
76,phuong ben thanh,88,25,26,99000
58,phuong ben thanh,146,3,3,99000
65,phuong ben thanh,88,25,25,99000
75,phuong ben thanh,88,25,26,99000
12,phuong ben thanh,216,5,4,99000
18,phuong cau ong lanh,128,12,12,99000
17,phuong cau ong lanh,210,50,50,99000
24,phuong co giang,200,10,10,99000
10,phuong co giang,177,4,4,99000
10,phuong co giang,177,4,4,99000
11,phuong co giang,170,6,6,99000
6,phuong da kao,150,9,9,99000
6,phuong da kao,150,9,9,99000
6,phuong da kao,140,8,8,99000
6,phuong da kao,150,9,18,99000
16,phuong da kao,180,10,10,99000
73,phuong da kao,246,15,16,99000
6,phuong nguyen cu trinh,248,1,1,99000
98,phuong nguyen cu trinh,160,6,6,99000
50,phuong pham ngu lao,76,2,3,99000
7,phuong tan dinh,398,2,2,99000
79,phuong ben thanh,88,10,10,99500
21,phuong ben nghe,150,6,6,99999
45,phuong ben thanh,81,22,23,99999
80,phuong nguyen thai binh,110,7,7,99999
92,phuong pham ngu lao,144,5,5,99999
38,phuong ben nghe,87,6,6,100000
4,phuong ben nghe,87,5,5,100000
54,phuong ben nghe,150,1,1,100000
70,phuong ben nghe,180,5,5,100000
48,phuong ben nghe,81,17,18,100000
71,phuong ben nghe,96,4,4,100000
70,phuong ben nghe,150,7,7,100000
57,phuong ben nghe,65,20,20,100000
49,phuong ben nghe,100,1,1,100000
69,phuong ben nghe,120,8,9,100000
23,phuong ben nghe,123,5,5,100000
41,phuong ben nghe,160,5,5,100000
59,phuong ben nghe,105,12,12,100000
32,phuong ben nghe,140,5,4,100000
88,phuong ben nghe,63,12,12,100000
89,phuong ben nghe,105,4,5,100000
32,phuong ben nghe,150,3,3,100000
96,phuong ben nghe,156,10,11,100000
90,phuong ben nghe,105,9,9,100000
31,phuong ben nghe,150,5,3,100000
97,phuong ben nghe,156,10,11,100000
89,phuong ben nghe,100,9,9,100000
42,phuong ben nghe,124,1,1,100000
89,phuong ben nghe,75,8,8,100000
16,phuong ben thanh,81,22,22,100000
88,phuong ben thanh,216,15,15,100000
72,phuong ben thanh,80,30,30,100000
85,phuong ben thanh,90,25,25,100000
66,phuong ben thanh,80,22,22,100000
75,phuong ben thanh,146,4,5,100000
76,phuong ben thanh,93,18,18,100000
42,phuong ben thanh,88,20,21,100000
83,phuong ben thanh,174,3,3,100000
49,phuong ben thanh,135,7,7,100000
12,phuong ben thanh,132,44,46,100000
20,phuong ben thanh,110,1,1,100000
3,phuong cau kho,100,4,4,100000
14,phuong cau kho,375,21,21,100000
15,phuong cau ong lanh,135,3,3,100000
34,phuong cau ong lanh,300,10,11,100000
8,phuong cau ong lanh,178,4,4,100000
15,phuong co giang,178,2,2,100000
22,phuong co giang,230,6,6,100000
50,phuong co giang,80,10,10,100000
10,phuong co giang,200,1,5,100000
20,phuong co giang,193,2,2,100000
4,phuong co giang,320,20,20,100000
14,phuong da kao,96,2,2,100000
49,phuong da kao,160,12,12,100000
23,phuong da kao,345,8,8,100000
15,phuong da kao,157,3,3,100000
86,phuong da kao,400,1,1,100000
13,phuong da kao,130,2,2,100000
79,phuong da kao,180,5,5,100000
79,phuong da kao,210,8,8,100000
60,phuong da kao,160,5,5,100000
60,phuong da kao,160,6,6,100000
45,phuong nguyen cu trinh,180,3,3,100000
45,phuong nguyen cu trinh,300,5,5,100000
45,phuong nguyen cu trinh,300,5,5,100000
45,phuong nguyen cu trinh,190,10,20,100000
16,phuong nguyen cu trinh,248,3,4,100000
22,phuong nguyen cu trinh,150,5,5,100000
41,phuong nguyen cu trinh,267,5,4,100000
3,phuong nguyen cu trinh,169,5,5,100000
59,phuong nguyen cu trinh,264,1,1,100000
24,phuong nguyen cu trinh,400,8,8,100000
62,phuong nguyen cu trinh,169,1,1,100000
80,phuong nguyen cu trinh,252,50,55,100000
9,phuong nguyen cu trinh,200,1,1,100000
54,phuong nguyen cu trinh,200,9,9,100000
2,phuong nguyen cu trinh,95,33,33,100000
39,phuong nguyen cu trinh,270,10,10,100000
38,phuong nguyen thai binh,211,6,6,100000
16,phuong nguyen thai binh,288,4,4,100000
46,phuong nguyen thai binh,173,10,6,100000
87,phuong nguyen thai binh,187,3,3,100000
97,phuong nguyen thai binh,144,33,33,100000
52,phuong nguyen thai binh,110,7,7,100000
73,phuong nguyen thai binh,198,1,1,100000
85,phuong nguyen thai binh,160,3,2,100000
17,phuong nguyen thai binh,86,37,37,100000
90,phuong nguyen thai binh,152,50,50,100000
5,phuong pham ngu lao,225,33,33,100000
97,phuong pham ngu lao,107,14,13,100000
97,phuong pham ngu lao,107,14,8,100000
87,phuong pham ngu lao,142,21,22,100000
71,phuong pham ngu lao,150,8,9,100000
90,phuong pham ngu lao,117,8,8,100000
33,phuong tan dinh,366,6,6,100000
32,phuong tan dinh,200,8,8,100000
19,phuong tan dinh,366,6,6,100000
44,phuong tan dinh,302,1,1,100000
66,phuong tan dinh,235,6,5,100000
19,phuong tan dinh,366,8,8,100000
83,phuong tan dinh,400,3,3,100000
1,phuong ben nghe,63,16,17,100000
4,phuong ben nghe,150,12,12,100000
4,phuong da kao,600,1,1,100000
2,phuong da kao,170,8,8,100000
10,phuong ben nghe,151,5,5,100000
1,phuong ben nghe,117,10,11,100000
2,phuong ben nghe,200,30,30,100000
2,phuong ben nghe,100,12,12,100000
3,phuong nguyen thai binh,92,21,21,100000
42,phuong ben nghe,88,6,6,102000
32,phuong ben nghe,150,5,5,102000
18,phuong cau ong lanh,298,36,36,102000
12,phuong cau ong lanh,208,48,48,102000
47,phuong nguyen thai binh,298,36,36,102000
85,phuong nguyen thai binh,298,1,1,102000
33,phuong nguyen thai binh,210,50,52,102000
45,phuong nguyen thai binh,298,51,51,102000
83,phuong tan dinh,227,6,6,102000
83,phuong tan dinh,226,4,4,102000
5,phuong ben thanh,171,26,26,102000
83,phuong ben nghe,150,4,4,103000
92,phuong pham ngu lao,132,7,7,103000
97,phuong tan dinh,240,4,5,103000
97,phuong tan dinh,240,3,4,103000
87,phuong ben nghe,480,12,12,103500
61,phuong ben nghe,117,4,5,104000
3,phuong ben nghe,93,15,15,105000
6,phuong ben nghe,100,5,6,105000
83,phuong ben nghe,99,4,4,105000
22,phuong ben nghe,165,5,5,105000
18,phuong ben nghe,95,4,4,105000
85,phuong ben nghe,94,4,4,105000
30,phuong ben nghe,150,3,2,105000
9,phuong ben nghe,169,5,5,105000
33,phuong ben nghe,135,4,3,105000
16,phuong ben nghe,130,6,6,105000
87,phuong ben nghe,94,8,8,105000
95,phuong ben nghe,160,16,17,105000
98,phuong ben nghe,140,24,24,105000
45,phuong ben nghe,134,5,5,105000
88,phuong ben nghe,90,5,5,105000
100,phuong ben nghe,95,6,7,105000
86,phuong ben nghe,94,3,4,105000
78,phuong ben nghe,105,5,5,105000
10,phuong ben nghe,125,6,5,105000
48,phuong ben nghe,134,1,1,105000
58,phuong ben nghe,150,3,3,105000
98,phuong ben nghe,95,6,7,105000
17,phuong ben thanh,132,4,4,105000
3,phuong ben thanh,105,4,4,105000
25,phuong ben thanh,112,12,44,105000
100,phuong ben thanh,90,12,16,105000
86,phuong ben thanh,113,44,45,105000
49,phuong ben thanh,144,8,8,105000
66,phuong ben thanh,112,44,40,105000
20,phuong ben thanh,136,16,16,105000
28,phuong ben thanh,113,44,44,105000
94,phuong ben thanh,147,5,5,105000
79,phuong ben thanh,140,7,7,105000
70,phuong ben thanh,150,12,10,105000
34,phuong cau kho,180,12,12,105000
41,phuong cau kho,95,34,34,105000
3,phuong cau ong lanh,160,50,50,105000
4,phuong cau ong lanh,200,50,50,105000
36,phuong co giang,210,6,6,105000
44,phuong co giang,210,1,1,105000
63,phuong co giang,300,3,3,105000
58,phuong co giang,200,7,7,105000
3,phuong co giang,224,9,10,105000
27,phuong da kao,160,7,7,105000
67,phuong da kao,148,21,21,105000
86,phuong da kao,292,2,2,105000
27,phuong da kao,170,8,8,105000
61,phuong da kao,156,7,7,105000
36,phuong da kao,150,1,1,105000
11,phuong nguyen cu trinh,240,5,5,105000
12,phuong nguyen cu trinh,250,5,4,105000
77,phuong nguyen cu trinh,300,1,1,105000
13,phuong nguyen cu trinh,240,3,3,105000
4,phuong nguyen thai binh,200,10,10,105000
38,phuong nguyen thai binh,150,2,2,105000
32,phuong nguyen thai binh,375,25,25,105000
83,phuong pham ngu lao,160,6,6,105000
55,phuong pham ngu lao,141,22,22,105000
78,phuong pham ngu lao,252,6,7,105000
56,phuong pham ngu lao,141,22,22,105000
5,phuong tan dinh,282,1,1,105000
10,phuong tan dinh,354,3,3,105000
42,phuong tan dinh,500,8,8,105000
16,phuong tan dinh,300,1,1,105000
82,phuong tan dinh,227,2,2,105000
86,phuong tan dinh,145,2,2,105000
63,phuong tan dinh,226,7,7,105000
93,phuong tan dinh,240,5,7,105000
82,phuong tan dinh,230,6,8,105000
2,phuong ben nghe,182,40,41,105000
2,phuong ben nghe,105,10,11,105000
1,phuong ben nghe,95,8,9,105000
3,phuong nguyen cu trinh,225,6,6,105000
9,phuong ben thanh,130,44,46,105000
6,phuong ben thanh,631,12,12,105000
1,phuong nguyen thai binh,110,13,14,105000
7,phuong pham ngu lao,140,6,6,105000
64,phuong ben nghe,146,10,10,106000
20,phuong da kao,150,9,9,106000
25,phuong da kao,145,7,7,106000
11,phuong da kao,170,3,3,106000
33,phuong nguyen cu trinh,200,5,5,106000
11,phuong nguyen cu trinh,250,3,2,106000
12,phuong pham ngu lao,175,2,2,106000
1,phuong da kao,265,15,17,106000
90,phuong ben thanh,113,42,45,107000
25,phuong da kao,145,8,8,107000
12,phuong nguyen cu trinh,250,4,3,107000
3,phuong ben nghe,93,15,15,108000
12,phuong ben nghe,130,6,6,108000
19,phuong ben thanh,120,43,43,108000
10,phuong cau kho,195,9,10,108000
26,phuong co giang,256,9,9,108000
23,phuong co giang,256,4,4,108000
17,phuong da kao,145,10,10,108000
24,phuong da kao,145,10,10,108000
48,phuong da kao,145,10,10,108000
30,phuong da kao,168,5,20,108000
27,phuong da kao,171,7,8,108000
31,phuong da kao,145,8,8,108000
31,phuong da kao,160,9,10,108000
29,phuong pham ngu lao,160,5,5,108000
11,phuong pham ngu lao,250,3,3,108000
2,phuong da kao,170,5,5,108000
74,phuong ben thanh,122,44,44,109000
38,phuong co giang,207,1,1,109000
48,phuong da kao,150,7,7,109000
5,phuong ben thanh,400,24,24,109000
26,phuong ben nghe,121,36,40,110000
3,phuong ben nghe,93,15,15,110000
29,phuong ben nghe,150,4,4,110000
38,phuong ben nghe,92,30,31,110000
12,phuong ben nghe,168,34,34,110000
83,phuong ben nghe,113,5,5,110000
35,phuong ben nghe,88,22,20,110000
30,phuong ben nghe,155,8,5,110000
2,phuong ben nghe,160,8,8,110000
86,phuong ben nghe,113,3,3,110000
51,phuong ben nghe,95,30,30,110000
78,phuong ben nghe,360,1,1,110000
61,phuong ben nghe,105,3,4,110000
6,phuong ben thanh,164,4,4,110000
6,phuong ben thanh,110,1,1,110000
27,phuong ben thanh,113,43,45,110000
16,phuong ben thanh,120,43,43,110000
16,phuong ben thanh,128,43,43,110000
16,phuong ben thanh,120,43,43,110000
16,phuong ben thanh,120,43,43,110000
97,phuong ben thanh,95,2,2,110000
11,phuong ben thanh,133,43,43,110000
84,phuong ben thanh,160,6,6,110000
70,phuong ben thanh,160,10,10,110000
70,phuong ben thanh,85,12,12,110000
48,phuong ben thanh,392,2,2,110000
70,phuong ben thanh,160,22,22,110000
22,phuong cau ong lanh,145,8,8,110000
18,phuong cau ong lanh,200,45,45,110000
18,phuong cau ong lanh,208,50,51,110000
12,phuong cau ong lanh,220,50,52,110000
25,phuong cau ong lanh,200,16,16,110000
15,phuong cau ong lanh,285,40,40,110000
4,phuong cau ong lanh,200,50,50,110000
14,phuong cau ong lanh,200,5,6,110000
31,phuong cau ong lanh,200,12,12,110000
24,phuong cau ong lanh,200,12,12,110000
21,phuong co giang,208,1,1,110000
36,phuong co giang,210,2,2,110000
36,phuong co giang,200,8,9,110000
15,phuong co giang,200,6,8,110000
6,phuong co giang,200,6,6,110000
24,phuong co giang,198,4,4,110000
43,phuong co giang,209,1,1,110000
30,phuong co giang,210,5,6,110000
43,phuong co giang,200,12,12,110000
41,phuong co giang,280,50,10,110000
14,phuong da kao,382,15,40,110000
40,phuong da kao,360,3,3,110000
87,phuong da kao,400,1,1,110000
67,phuong da kao,175,3,3,110000
12,phuong da kao,220,4,5,110000
87,phuong da kao,210,6,6,110000
38,phuong da kao,200,4,4,110000
96,phuong da kao,277,4,4,110000
88,phuong da kao,264,3,3,110000
12,phuong da kao,260,1,1,110000
49,phuong da kao,160,2,2,110000
32,phuong da kao,170,6,6,110000
11,phuong da kao,299,5,6,110000
98,phuong da kao,300,1,1,110000
89,phuong da kao,172,7,6,110000
88,phuong da kao,260,2,2,110000
61,phuong nguyen cu trinh,136,5,5,110000
15,phuong nguyen cu trinh,241,2,2,110000
11,phuong nguyen cu trinh,212,0,7,110000
12,phuong nguyen cu trinh,250,2,2,110000
48,phuong nguyen cu trinh,230,100,100,110000
15,phuong nguyen cu trinh,143,8,8,110000
2,phuong nguyen cu trinh,95,33,33,110000
31,phuong nguyen cu trinh,191,7,7,110000
14,phuong nguyen thai binh,160,8,8,110000
38,phuong nguyen thai binh,222,4,4,110000
23,phuong nguyen thai binh,210,50,50,110000
20,phuong nguyen thai binh,400,50,50,110000
17,phuong nguyen thai binh,272,5,4,110000
1,phuong nguyen thai binh,260,2,2,110000
8,phuong nguyen thai binh,106,10,10,110000
1,phuong nguyen thai binh,137,2,2,110000
43,phuong nguyen thai binh,160,40,40,110000
22,phuong nguyen thai binh,110,7,7,110000
55,phuong nguyen thai binh,218,40,40,110000
12,phuong pham ngu lao,95,31,32,110000
99,phuong pham ngu lao,120,4,4,110000
97,phuong pham ngu lao,164,3,3,110000
48,phuong pham ngu lao,160,1,1,110000
2,phuong pham ngu lao,88,25,25,110000
29,phuong pham ngu lao,139,5,5,110000
41,phuong pham ngu lao,140,1,1,110000
36,phuong pham ngu lao,142,20,23,110000
49,phuong pham ngu lao,140,20,22,110000
46,phuong pham ngu lao,200,50,50,110000
4,phuong pham ngu lao,398,3,4,110000
51,phuong pham ngu lao,170,22,22,110000
96,phuong pham ngu lao,164,1,1,110000
27,phuong tan dinh,354,7,7,110000
12,phuong tan dinh,288,3,4,110000
63,phuong tan dinh,355,8,10,110000
91,phuong tan dinh,263,5,6,110000
85,phuong tan dinh,210,1,1,110000
19,phuong tan dinh,400,8,8,110000
75,phuong tan dinh,225,15,15,110000
18,phuong tan dinh,251,6,6,110000
5,phuong ben nghe,100,25,25,110000
4,phuong da kao,145,1,1,110000
3,phuong nguyen cu trinh,162,7,7,110000
3,phuong ben nghe,95,35,35,110000
1,phuong da kao,300,8,6,110000
8,phuong nguyen cu trinh,200,14,14,110000
9,phuong pham ngu lao,200,20,20,110000
2,phuong pham ngu lao,140,20,20,110000
27,phuong ben nghe,121,36,40,111000
15,phuong co giang,253,4,3,111000
87,phuong ben nghe,143,6,6,112000
99,phuong ben nghe,143,12,13,112000
92,phuong ben thanh,115,44,46,112000
40,phuong da kao,180,10,10,112000
40,phuong da kao,175,5,5,112000
42,phuong pham ngu lao,145,4,4,112000
42,phuong pham ngu lao,152,4,4,112000
2,phuong tan dinh,276,1,1,112000
12,phuong tan dinh,288,3,4,112000
92,phuong tan dinh,250,5,5,112000
4,phuong da kao,200,1,1,112000
90,phuong ben nghe,100,8,9,113000
98,phuong da kao,150,1,1,113000
39,phuong ben thanh,129,3,3,114000
73,phuong nguyen cu trinh,271,6,6,114000
75,phuong nguyen cu trinh,271,1,1,114000
73,phuong nguyen cu trinh,271,1,1,114000
3,phuong ben nghe,110,15,16,115000
3,phuong ben nghe,100,15,16,115000
39,phuong ben nghe,88,30,30,115000
29,phuong ben nghe,133,8,8,115000
6,phuong ben nghe,100,18,18,115000
13,phuong ben nghe,102,26,26,115000
32,phuong ben nghe,626,15,15,115000
31,phuong ben nghe,93,8,8,115000
15,phuong ben nghe,100,12,12,115000
11,phuong ben nghe,93,8,8,115000
43,phuong ben nghe,99,6,6,115000
92,phuong ben nghe,101,1,1,115000
31,phuong ben nghe,92,10,10,115000
8,phuong ben nghe,92,15,15,115000
21,phuong ben nghe,96,30,30,115000
78,phuong ben nghe,180,1,1,115000
4,phuong ben thanh,112,12,12,115000
32,phuong ben thanh,280,70,70,115000
38,phuong ben thanh,200,5,5,115000
25,phuong ben thanh,266,5,4,115000
93,phuong ben thanh,113,44,44,115000
75,phuong ben thanh,113,44,45,115000
55,phuong ben thanh,198,6,6,115000
76,phuong ben thanh,115,46,46,115000
26,phuong ben thanh,108,1,1,115000
71,phuong ben thanh,168,36,36,115000
45,phuong ben thanh,113,44,45,115000
45,phuong ben thanh,113,44,45,115000
49,phuong ben thanh,139,6,6,115000
36,phuong cau ong lanh,204,14,14,115000
13,phuong co giang,179,7,7,115000
15,phuong co giang,200,10,11,115000
34,phuong co giang,222,1,1,115000
4,phuong co giang,200,7,7,115000
42,phuong co giang,198,7,7,115000
1,phuong co giang,198,6,6,115000
29,phuong da kao,180,7,7,115000
4,phuong da kao,252,9,9,115000
19,phuong da kao,157,10,10,115000
20,phuong da kao,157,10,10,115000
20,phuong da kao,185,6,5,115000
20,phuong da kao,180,12,11,115000
14,phuong da kao,176,1,1,115000
14,phuong da kao,176,1,1,115000
22,phuong da kao,150,7,7,115000
5,phuong da kao,234,3,3,115000
31,phuong da kao,160,10,10,115000
80,phuong da kao,180,7,7,115000
87,phuong da kao,399,1,1,115000
25,phuong da kao,156,9,9,115000
78,phuong da kao,136,6,5,115000
90,phuong da kao,145,2,8,115000
58,phuong da kao,155,12,12,115000
23,phuong nguyen cu trinh,266,3,3,115000
88,phuong nguyen cu trinh,170,8,8,115000
43,phuong nguyen cu trinh,164,10,10,115000
95,phuong nguyen cu trinh,170,45,45,115000
17,phuong pham ngu lao,350,6,6,115000
89,phuong pham ngu lao,360,6,6,115000
11,phuong tan dinh,260,6,7,115000
19,phuong tan dinh,400,5,5,115000
14,phuong tan dinh,288,3,4,115000
21,phuong tan dinh,240,3,3,115000
7,phuong da kao,148,7,7,115000
5,phuong da kao,175,8,8,115000
2,phuong nguyen cu trinh,180,8,8,115000
6,phuong nguyen cu trinh,226,18,18,115000
24,phuong cau kho,225,8,9,116000
43,phuong co giang,250,8,8,116000
90,phuong da kao,160,2,8,116000
25,phuong tan dinh,301,1,1,117000
94,phuong pham ngu lao,182,9,9,117999
20,phuong ben nghe,67,12,14,118000
4,phuong ben nghe,68,8,8,118000
78,phuong ben nghe,189,4,4,118000
21,phuong ben nghe,95,16,16,118000
89,phuong ben thanh,250,4,4,118000
24,phuong co giang,250,4,4,118000
30,phuong co giang,200,15,17,118000
37,phuong co giang,220,1,1,118000
30,phuong co giang,200,6,8,118000
37,phuong co giang,280,8,8,118000
12,phuong co giang,210,9,9,118000
86,phuong da kao,240,5,5,118000
66,phuong da kao,157,18,18,118000
12,phuong da kao,220,5,6,118000
97,phuong da kao,143,8,8,118000
47,phuong nguyen thai binh,375,2,2,118000
91,phuong nguyen thai binh,290,10,10,118000
58,phuong nguyen thai binh,112,10,11,118000
62,phuong nguyen thai binh,240,46,46,118000
94,phuong pham ngu lao,128,8,8,118000
67,phuong tan dinh,155,8,8,118000
25,phuong tan dinh,265,3,4,118000
49,phuong tan dinh,265,6,8,118000
5,phuong nguyen thai binh,240,12,13,118000
2,phuong nguyen thai binh,240,12,13,118000
31,phuong co giang,261,6,7,119000
22,phuong da kao,176,4,4,119000
17,phuong nguyen thai binh,298,7,7,119000
5,phuong tan dinh,289,3,3,119000
22,phuong tan dinh,255,5,4,119000
71,phuong tan dinh,268,13,14,119000
3,phuong ben thanh,110,22,23,119900
2,phuong da kao,175,3,3,119900
88,phuong nguyen cu trinh,139,10,10,119900
38,phuong ben nghe,93,15,16,120000
38,phuong ben nghe,95,20,21,120000
83,phuong ben nghe,116,11,11,120000
22,phuong ben nghe,90,30,30,120000
84,phuong ben nghe,116,4,4,120000
45,phuong ben nghe,91,34,34,120000
35,phuong ben nghe,605,12,10,120000
90,phuong ben nghe,112,5,5,120000
59,phuong ben nghe,135,5,6,120000
82,phuong ben nghe,120,2,2,120000
14,phuong ben nghe,176,40,40,120000
51,phuong ben nghe,100,9,9,120000
100,phuong ben nghe,125,24,24,120000
49,phuong ben nghe,100,1,1,120000
85,phuong ben nghe,120,4,4,120000
16,phuong ben nghe,128,8,8,120000
10,phuong ben nghe,120,40,40,120000
28,phuong ben nghe,80,4,4,120000
71,phuong ben nghe,180,16,16,120000
84,phuong ben nghe,112,4,4,120000
86,phuong ben nghe,112,9,9,120000
28,phuong ben nghe,78,4,4,120000
52,phuong ben nghe,95,16,15,120000
50,phuong ben nghe,91,1,1,120000
90,phuong ben nghe,340,10,10,120000
84,phuong ben nghe,99,8,9,120000
44,phuong ben nghe,100,8,8,120000
61,phuong ben nghe,100,6,7,120000
86,phuong ben nghe,116,89,89,120000
1,phuong ben thanh,112,10,10,120000
2,phuong ben thanh,170,35,35,120000
2,phuong ben thanh,160,6,6,120000
4,phuong ben thanh,375,11,11,120000
19,phuong ben thanh,160,6,6,120000
14,phuong ben thanh,170,3,3,120000
37,phuong ben thanh,200,3,3,120000
37,phuong ben thanh,392,4,4,120000
11,phuong ben thanh,120,23,25,120000
64,phuong ben thanh,214,29,30,120000
63,phuong ben thanh,130,7,7,120000
67,phuong ben thanh,240,6,6,120000
67,phuong ben thanh,240,6,6,120000
67,phuong ben thanh,240,6,6,120000
36,phuong ben thanh,196,8,8,120000
28,phuong cau kho,304,54,54,120000
40,phuong cau kho,216,44,44,120000
11,phuong cau ong lanh,240,8,8,120000
4,phuong cau ong lanh,256,7,5,120000
36,phuong co giang,210,4,4,120000
34,phuong co giang,199,6,6,120000
26,phuong co giang,205,12,11,120000
24,phuong co giang,200,8,8,120000
18,phuong co giang,198,7,7,120000
28,phuong co giang,210,4,4,120000
37,phuong co giang,198,7,7,120000
31,phuong co giang,199,6,6,120000
7,phuong co giang,200,10,10,120000
37,phuong co giang,198,1,1,120000
26,phuong da kao,176,8,8,120000
19,phuong da kao,278,4,4,120000
14,phuong da kao,142,6,6,120000
6,phuong da kao,210,2,2,120000
22,phuong da kao,175,5,5,120000
28,phuong da kao,160,8,8,120000
54,phuong da kao,143,3,3,120000
38,phuong da kao,157,9,9,120000
8,phuong da kao,175,2,2,120000
33,phuong da kao,142,6,6,120000
89,phuong da kao,145,6,6,120000
24,phuong da kao,142,6,6,120000
44,phuong da kao,135,10,10,120000
79,phuong da kao,314,100,100,120000
68,phuong da kao,180,10,10,120000
85,phuong da kao,230,3,8,120000
48,phuong da kao,365,1,1,120000
69,phuong da kao,240,6,6,120000
78,phuong da kao,360,30,30,120000
30,phuong da kao,151,10,10,120000
13,phuong da kao,142,6,6,120000
11,phuong da kao,241,4,3,120000
62,phuong da kao,240,20,20,120000
89,phuong da kao,508,12,12,120000
30,phuong da kao,362,1,1,120000
59,phuong da kao,160,12,12,120000
88,phuong da kao,160,6,6,120000
48,phuong nguyen cu trinh,180,15,17,120000
17,phuong nguyen cu trinh,143,4,4,120000
84,phuong nguyen cu trinh,336,12,12,120000
86,phuong nguyen thai binh,156,3,3,120000
78,phuong nguyen thai binh,218,6,6,120000
6,phuong nguyen thai binh,180,40,40,120000
53,phuong nguyen thai binh,160,11,11,120000
58,phuong nguyen thai binh,240,8,9,120000
82,phuong nguyen thai binh,222,16,17,120000
73,phuong nguyen thai binh,268,42,42,120000
80,phuong nguyen thai binh,228,6,6,120000
7,phuong nguyen thai binh,360,7,7,120000
15,phuong nguyen thai binh,275,3,3,120000
15,phuong pham ngu lao,160,10,10,120000
39,phuong pham ngu lao,288,12,12,120000
30,phuong pham ngu lao,132,1,18,120000
66,phuong pham ngu lao,180,8,9,120000
20,phuong pham ngu lao,160,10,10,120000
36,phuong pham ngu lao,142,33,33,120000
85,phuong pham ngu lao,282,6,6,120000
24,phuong pham ngu lao,138,9,9,120000
85,phuong pham ngu lao,129,42,42,120000
11,phuong tan dinh,260,6,7,120000
33,phuong tan dinh,242,5,5,120000
1,phuong tan dinh,250,2,2,120000
20,phuong tan dinh,367,3,4,120000
28,phuong tan dinh,241,8,8,120000
28,phuong tan dinh,289,0,3,120000
68,phuong tan dinh,241,2,3,120000
24,phuong tan dinh,241,8,8,120000
42,phuong tan dinh,280,3,3,120000
23,phuong tan dinh,300,7,7,120000
4,phuong da kao,200,1,1,120000
1,phuong nguyen cu trinh,350,12,13,120000
1,phuong ben nghe,240,34,34,120000
6,phuong ben nghe,220,20,21,120000
3,phuong ben thanh,247,5,5,120000
2,phuong ben thanh,210,11,12,120000
2,phuong da kao,135,8,8,120000
6,phuong da kao,420,1,1,120000
83,phuong ben nghe,115,5,5,121000
17,phuong ben thanh,110,24,24,121000
32,phuong co giang,198,6,7,122000
56,phuong pham ngu lao,288,1,1,122000
76,phuong pham ngu lao,288,10,11,122000
73,phuong pham ngu lao,288,24,24,122000
75,phuong pham ngu lao,288,54,54,122000
36,phuong ben nghe,180,16,16,123000
7,phuong nguyen thai binh,182,5,5,124000
24,phuong ben nghe,180,33,33,125000
10,phuong ben nghe,95,0,6,125000
65,phuong ben nghe,128,10,10,125000
52,phuong ben nghe,95,16,16,125000
85,phuong ben nghe,200,10,10,125000
42,phuong ben nghe,95,9,9,125000
56,phuong ben nghe,94,40,40,125000
59,phuong ben nghe,128,40,40,125000
88,phuong ben nghe,128,11,12,125000
44,phuong ben nghe,128,50,50,125000
63,phuong ben nghe,92,32,33,125000
44,phuong ben nghe,162,65,65,125000
84,phuong ben nghe,94,8,9,125000
59,phuong ben nghe,144,45,45,125000
87,phuong ben nghe,200,20,21,125000
90,phuong ben nghe,128,7,7,125000
99,phuong ben nghe,128,34,34,125000
30,phuong ben thanh,107,3,3,125000
4,phuong ben thanh,135,5,5,125000
25,phuong ben thanh,150,40,40,125000
100,phuong ben thanh,160,40,40,125000
90,phuong ben thanh,160,8,10,125000
61,phuong ben thanh,150,40,40,125000
87,phuong ben thanh,170,100,100,125000
23,phuong co giang,179,35,35,125000
37,phuong co giang,1800,1,1,125000
55,phuong co giang,264,6,6,125000
